,StartDate,EndDate,Duration (in seconds),Finished,RecordedDate,ResponseId,Q1,Q2,gender,age_group,rgn_nm,bmclub,division,memberNo,SEG,weight
519,2025-10-16 17:22:09,2025-10-16 17:23:04,54,TRUE,2025-10-16 17:23:05,R_9zSINyCpfmSaxqh,10 ,"편의성
30분이내로 마트장보기가
가능한 빠른 배송",FEMALE,40대,지방,미구독,[BMART],1.90512E+11,FEMALE40대,
525,2025-10-16 17:23:10,2025-10-16 17:23:28,18,TRUE,2025-10-16 17:23:30,R_9ZJ4RMB73GCW9ri,7 ,.,FEMALE,40대,지방,구독,[BMART],1.80111E+11,FEMALE40대,
531,2025-10-16 17:23:20,2025-10-16 17:24:04,44,TRUE,2025-10-16 17:24:06,R_9t7va6iLbly9o77,10 ,"배송도 빠르고 제품의 질이 여느마트보다 좋은것 같았어요~
너무 만족합니다.",FEMALE,40대,지방,미구독,[BMART],2.40809E+11,FEMALE40대,
566,2025-10-16 17:26:25,2025-10-16 17:26:41,15,TRUE,2025-10-16 17:26:42,R_9DCkFDAOkXnL9se,7 ,z,FEMALE,40대,지방,구독,[Store],1.61102E+11,FEMALE40대,
568,2025-10-16 17:25:14,2025-10-16 17:26:58,103,TRUE,2025-10-16 17:26:59,R_9wsotqdptplQwdN,5 ,ㆍ,FEMALE,40대,지방,미구독,[Store],1.91009E+11,FEMALE40대,
583,2025-10-16 17:26:59,2025-10-16 17:28:24,85,TRUE,2025-10-16 17:28:25,R_9BvMJNc152ctOTv,5 ,"신선제품이 많이 아쉽습니다.
삼겹살 행사때 구매하여 교환진행하였지만 제대로 이루어지지 않아 끝내는 환불했으며
품질이 낮은 제품 같네요~",FEMALE,40대,지방,구독,[BMART],1.70826E+11,FEMALE40대,
630,2025-10-16 17:32:15,2025-10-16 17:32:42,27,TRUE,2025-10-16 17:32:44,R_4IiviDr7LS7ytL6,7 ,간편하고 쉽게 주문할수 있어요,FEMALE,40대,지방,미구독,[Store],2.50128E+11,FEMALE40대,
640,2025-10-16 17:32:21,2025-10-16 17:33:43,82,TRUE,2025-10-16 17:33:44,R_4JjGkRWlqgcoQIp,10 ,급하게 구매할 일이 있을때 휴일 관계없이 언제든 필요할때 주문할 수 있고 배송도 빨라서 좋아요.,FEMALE,40대,지방,구독,"[BMART, Store]",1.71217E+11,FEMALE40대,
651,2025-10-16 17:34:10,2025-10-16 17:34:32,22,TRUE,2025-10-16 17:34:33,R_9zwOS26sQj1Jk1U,9 ,너무편함,FEMALE,40대,지방,구독,[BMART],1.90113E+11,FEMALE40대,
659,2025-10-16 17:14:36,2025-10-16 17:35:28,1251,TRUE,2025-10-16 17:35:29,R_9Q61AYSSMjn37OV,10 ,일주일에 다섯번이상 주문할정도로편함,FEMALE,40대,지방,구독,[Store],1.71214E+11,FEMALE40대,
681,2025-10-16 17:37:41,2025-10-16 17:38:15,34,TRUE,2025-10-16 17:38:17,R_4F5pfgsBgwcwWml,9 ,가끔 너무 늦어서 좀 그렇더라구요. 1시간 이상 걸릴 때가 몇 번 있었어요. 그것 말고는 편리하고 아주 좋아요.,FEMALE,40대,지방,구독,"[BMART, Store]",2.00823E+11,FEMALE40대,
698,2025-10-16 17:42:34,2025-10-16 17:43:10,35,TRUE,2025-10-16 17:43:11,R_9t6PK8LrlKewQg1,10 ,배송  빠르고  제품들이  좋아요,FEMALE,40대,지방,미구독,[BMART],2.20527E+11,FEMALE40대,
717,2025-10-16 17:46:47,2025-10-16 17:47:34,47,TRUE,2025-10-16 17:47:35,R_9Rflw6bAHcHpzgU,10 ,상품도 다양하고 배송도 빨라서 강추합니다.,FEMALE,40대,지방,미구독,[BMART],1.80218E+11,FEMALE40대,
736,2025-10-16 17:51:51,2025-10-16 17:52:17,26,TRUE,2025-10-16 17:52:19,R_9w1syC1yjiNFjUR,10 ,급할때 장보기도 되고 쿠폰도 좋아서요,FEMALE,40대,지방,구독,[BMART],1.90224E+11,FEMALE40대,
761,2025-10-16 17:58:01,2025-10-16 17:58:23,22,TRUE,2025-10-16 17:58:24,R_4JXytbTumBaoe1q,9 ,빠르고. 편해요,FEMALE,40대,지방,미구독,[BMART],2.00519E+11,FEMALE40대,
765,2025-10-16 17:58:12,2025-10-16 18:00:02,110,TRUE,2025-10-16 18:00:04,R_48Ty7ikpxtCDIrf,8 ,"품절인 상품이 좀 있고, 가격이 너무 들쑥날쑥인 상품들이 있음.",FEMALE,40대,지방,구독,[BMART],1.50811E+11,FEMALE40대,
784,2025-10-16 18:00:21,2025-10-16 18:04:39,257,TRUE,2025-10-16 18:04:39,R_4952LrXJ99puIXm,7 ,"편리하게 집에서 배달되서 좋습니다. 
할인쿠폰도 있어서 좋지만
그런데 배달비 최소금액 금액대가 큰거 같아 부담스럽기도 합니다.  ",FEMALE,40대,지방,구독,"[BMART, Store]",2.01231E+11,FEMALE40대,
801,2025-10-16 18:09:56,2025-10-16 18:10:32,36,TRUE,2025-10-16 18:10:33,R_9BQtFDDAQI0w1eu,10 ,빠른배송에 정확하게 배달되어서 일부러 나가지않아도 되어서 좋아요,FEMALE,40대,지방,구독,[Store],1.81215E+11,FEMALE40대,
811,2025-10-16 18:13:23,2025-10-16 18:13:43,20,TRUE,2025-10-16 18:13:47,R_93yEUfGYtRycvLi,10 ,편의점 배송이 편리해요,FEMALE,40대,지방,미구독,[Store],1.90226E+11,FEMALE40대,
821,2025-10-16 18:18:48,2025-10-16 18:19:29,41,TRUE,2025-10-16 18:19:30,R_4N5q8BKKhgb7eyR,3 ,가격이 타 마트에 비해 좋지 않아서.. ,FEMALE,40대,지방,미구독,[BMART],1.60419E+11,FEMALE40대,
822,2025-10-16 18:17:01,2025-10-16 18:19:40,158,TRUE,2025-10-16 18:19:41,R_4rMy1Y4dOWxTJb4,8 ,배달료,FEMALE,40대,지방,미구독,[BMART],2.10801E+11,FEMALE40대,
828,2025-10-16 18:21:25,2025-10-16 18:22:17,51,TRUE,2025-10-16 18:22:18,R_4PZ4ZSkD1jTEmB7,8 ,"급하게 장볼때 유용하구요
쿠폰이나 할인 행사상품도 만족합니다",FEMALE,40대,지방,구독,[Store],1.80609E+11,FEMALE40대,
845,2025-10-16 18:38:11,2025-10-16 18:39:07,55,TRUE,2025-10-16 18:39:08,R_9TF3kz40pgtb9UB,8 ,당일 바로 배송되는 부분이 좋았음,FEMALE,40대,지방,미구독,[BMART],1.80601E+11,FEMALE40대,
847,2025-10-16 18:39:51,2025-10-16 18:40:25,34,TRUE,2025-10-16 18:40:26,R_9k1D2n75tQeFFKI,9 ,"빠른 배송과 주문하기 편리해서
추천합니다",FEMALE,40대,지방,구독,[Store],1.81027E+11,FEMALE40대,
874,2025-10-16 19:02:47,2025-10-16 19:07:12,265,TRUE,2025-10-16 19:07:13,R_90uXKydp3d23PSY,5 ,"급하게 뭐 먹고싶을때 편의점에서 과자 과일 
구매하는데 밖에 나가지 않고도 배달이 되니 매우 편한 장점. 
아쉬운 점은 품목의 다양성이 실재로 편의점 가서 하는것보다 더 떨어지는 것 같고 가공식품 외에 신선한 식재료 쇼핑으로는 신선도와 가성비 등등에서 밀리는 것 같음",FEMALE,40대,지방,미구독,[Store],2.00606E+11,FEMALE40대,
883,2025-10-16 19:16:29,2025-10-16 19:16:44,14,TRUE,2025-10-16 19:16:45,R_9qpz6Ef2pabIdXn,10 ,상품이 좋아요,FEMALE,40대,지방,미구독,[BMART],1.90628E+11,FEMALE40대,
898,2025-10-16 19:44:08,2025-10-16 19:44:36,27,TRUE,2025-10-16 19:44:37,R_9vaN7SirBSxYFYR,5 ,👍 👍 ,FEMALE,40대,지방,미구독,[Store],2.00422E+11,FEMALE40대,
906,2025-10-16 20:00:59,2025-10-16 20:02:22,82,TRUE,2025-10-16 20:02:23,R_9rSZR0mGGpvkxP3,8 ,"빠른 배송
급히 필요한 물건 바로 구입 가능",FEMALE,40대,지방,구독,[Store],2.50102E+11,FEMALE40대,
915,2025-10-16 20:28:58,2025-10-16 20:29:12,13,TRUE,2025-10-16 20:29:13,R_9YDQRg3ZMOwa7d6,8 ,빠른배송,FEMALE,40대,지방,구독,[BMART],1.81216E+11,FEMALE40대,
918,2025-10-16 20:41:30,2025-10-16 20:44:53,202,TRUE,2025-10-16 20:44:54,R_47Wpk6H9zVpowKU,10 ,ㅡ배송두그렇구물품두저거두여~~-,FEMALE,40대,지방,미구독,[BMART],1.80109E+11,FEMALE40대,
952,2025-10-16 22:58:46,2025-10-16 22:59:37,51,TRUE,2025-10-16 22:59:38,R_9cjCzKODlFBVaYC,10 ,배민B마트 종종 이용하는데 물건 종류도 다양하고 배달도 빨라서 좋아요,FEMALE,40대,지방,구독,[BMART],1.71015E+11,FEMALE40대,
978,2025-10-17 08:26:42,2025-10-17 08:28:13,91,TRUE,2025-10-17 08:28:14,R_9mKt9lIShbVlmme,10 ,배민자체 브랜드 음식들이 맛도 있고 행사도 많이 하고 무엇보다 배달이 엄청 빨라서 좋은것 같아요:),FEMALE,40대,지방,구독,[BMART],1.71128E+11,FEMALE40대,
2,2025-10-16 17:01:06,2025-10-16 17:01:28,22,TRUE,2025-10-16 17:01:29,R_9tzK28HZaaWFfbx,10 ,편해요.,FEMALE,50대이상,수도권,구독,[Store],1.80106E+11,FEMALE50대이상,
15,2025-10-16 17:02:00,2025-10-16 17:02:31,30,TRUE,2025-10-16 17:02:33,R_95EF7WMnK9RseBc,10 ,주문 즉시 바로 배달이 되기때문에,FEMALE,50대이상,수도권,미구독,[BMART],2.01203E+11,FEMALE50대이상,
27,2025-10-16 17:02:00,2025-10-16 17:02:53,52,TRUE,2025-10-16 17:02:54,R_4JDg3yg50i7CWWt,10 ,만족스럽다 ,FEMALE,50대이상,수도권,구독,[Store],1.91204E+11,FEMALE50대이상,
33,2025-10-16 17:02:28,2025-10-16 17:03:07,38,TRUE,2025-10-16 17:03:08,R_4sWHQmYjuBWRJxK,10 ,"빠른 배달, 다양한 상품구성, 쿠폰 할인행사 및 리워드",FEMALE,50대이상,수도권,구독,[BMART],2.0122E+11,FEMALE50대이상,
61,2025-10-16 17:04:21,2025-10-16 17:04:39,17,TRUE,2025-10-16 17:04:40,R_9kMwBEUc5kacy8p,8 ,빠른배달,FEMALE,50대이상,수도권,구독,"[BMART, Store]",2.50905E+11,FEMALE50대이상,
68,2025-10-16 17:04:41,2025-10-16 17:05:12,30,TRUE,2025-10-16 17:05:13,R_94bENy5S5yr2rDk,10 ,빠르고 간편하고 좋아요,FEMALE,50대이상,수도권,미구독,[BMART],2.50323E+11,FEMALE50대이상,
76,2025-10-16 17:04:46,2025-10-16 17:05:36,49,TRUE,2025-10-16 17:05:37,R_4ht2geulJUQ8oH7,5 ,장단점이 있어서요,FEMALE,50대이상,수도권,미구독,[BMART],2.10512E+11,FEMALE50대이상,
98,2025-10-16 17:05:00,2025-10-16 17:06:22,82,TRUE,2025-10-16 17:06:23,R_4vgU1ibG8R9sfu1,10 ,당일 빠르게 배송되고 쿠폰 활용으로 조금더 싸게 구입할 수 있어서 좋아요,FEMALE,50대이상,수도권,구독,[Store],1.40913E+11,FEMALE50대이상,
123,2025-10-16 17:05:25,2025-10-16 17:07:26,120,TRUE,2025-10-16 17:07:27,R_4HRFVmKCFCeKcuK,9 ,급하게 음식재료가 필요할때 유용하게 사용할수 있어요.세일상품들도 있어서 가격도 나름 합리적입니다.,FEMALE,50대이상,수도권,구독,[BMART],2.0081E+11,FEMALE50대이상,
142,2025-10-16 17:07:20,2025-10-16 17:08:24,63,TRUE,2025-10-16 17:08:25,R_9Gv6TIynvetH8ce,7 ,배송비를 추가로 내야해서,FEMALE,50대이상,수도권,구독,[BMART],2.10726E+11,FEMALE50대이상,
145,2025-10-16 17:07:59,2025-10-16 17:08:26,27,TRUE,2025-10-16 17:08:26,R_9LBge0O19NJFKMa,8 ,주문 즉시 바로 배송이 돼서 편리해요,FEMALE,50대이상,수도권,구독,[Store],2.1112E+11,FEMALE50대이상,
155,2025-10-16 17:06:43,2025-10-16 17:08:41,117,TRUE,2025-10-16 17:08:43,R_914lCjRlC5y1fhQ,9 ,음식 고르기가 좀 불편해요,FEMALE,50대이상,수도권,구독,[BMART],1.90705E+11,FEMALE50대이상,
173,2025-10-16 17:08:27,2025-10-16 17:09:14,47,TRUE,2025-10-16 17:09:15,R_4ErUvVoGUPUNed8,9 ,배달두 빠르구 친절해서 좋아요,FEMALE,50대이상,수도권,미구독,[Store],2.20201E+11,FEMALE50대이상,
188,2025-10-16 17:06:57,2025-10-16 17:09:30,152,TRUE,2025-10-16 17:09:31,R_4M0OR5ozwD6rABC,10 ,상품이 신선하고 가격또한 타 온라인 장보기보다 비싸지않고 질은 좋고 저는 신선쪽으로 많이구매합니다 정육과 과일 좋아요 만족합니다 ,FEMALE,50대이상,수도권,구독,[BMART],2.4032E+11,FEMALE50대이상,
201,2025-10-16 17:09:07,2025-10-16 17:09:52,44,TRUE,2025-10-16 17:09:54,R_9RwlKL52ZWRSjhS,10 ,여러가지 면에서 너무 만족해요,FEMALE,50대이상,수도권,구독,"[BMART, Store]",1.90722E+11,FEMALE50대이상,
210,2025-10-16 17:08:58,2025-10-16 17:10:06,68,TRUE,2025-10-16 17:10:08,R_4R8lJZKlcNzTzsZ,9 ,오늘 주문후 바로 받을수 있고 포장 깔끔 상태 좋아서요.,FEMALE,50대이상,수도권,구독,[BMART],2.21115E+11,FEMALE50대이상,
215,2025-10-16 17:07:05,2025-10-16 17:10:18,192,TRUE,2025-10-16 17:10:19,R_4r9rvwGloAM2jXb,10 ,"가까운데나 장보기가귀찮을때꼭 사긴해야하는데 한두가지가떨어졌을때바로집앞으로배달해주니 넘좋아요 이사해서여긴있을까걱정했는데있더라고요ㅎ 가까운곳에ㅎ 감사해요
",FEMALE,50대이상,수도권,구독,[BMART],2.10112E+11,FEMALE50대이상,
221,2025-10-16 17:09:19,2025-10-16 17:10:27,67,TRUE,2025-10-16 17:10:28,R_9OW7aaY8rehkOaV,10 ,빠른배달과 바로받을수있어 좋아요,FEMALE,50대이상,수도권,구독,[Store],2.00529E+11,FEMALE50대이상,
223,2025-10-16 17:09:44,2025-10-16 17:10:32,47,TRUE,2025-10-16 17:10:33,R_9tKKzM7ZqwisGUH,9 ,예약배달부터 새벽배송까지 맘에 들어요,FEMALE,50대이상,수도권,미구독,[BMART],2.20919E+11,FEMALE50대이상,
258,2025-10-16 17:10:37,2025-10-16 17:11:41,64,TRUE,2025-10-16 17:11:43,R_4OMYQI7CPbsfrkq,10 ,빠르게 오고 가끔 세일 하는 상품이 다른곳 보다 저렴하게 살수있음,FEMALE,50대이상,수도권,구독,[BMART],2.01404E+11,FEMALE50대이상,
264,2025-10-16 17:10:16,2025-10-16 17:11:54,98,TRUE,2025-10-16 17:11:55,R_4wtRjJtqXQql65c,10 ,항상 구매하던 곳이고 물건두 좋고 배달도 바로바로 해주시고  편리함 ,FEMALE,50대이상,수도권,미구독,[BMART],2.0082E+11,FEMALE50대이상,
272,2025-10-16 17:11:26,2025-10-16 17:12:16,49,TRUE,2025-10-16 17:12:17,R_9qKyffxsFfBq1ww,8 ,빠르게 장보기 좋았어요,FEMALE,50대이상,수도권,구독,[Store],2.50801E+11,FEMALE50대이상,
275,2025-10-16 17:10:29,2025-10-16 17:12:21,111,TRUE,2025-10-16 17:12:23,R_4PRc6FqtDOlU1Gk,5 ,물품가격이 가끔씩 비싸요,FEMALE,50대이상,수도권,구독,"[BMART, Store]",2.20811E+11,FEMALE50대이상,
291,2025-10-16 17:12:00,2025-10-16 17:12:47,46,TRUE,2025-10-16 17:12:48,R_4EuRzUvSlbA25Xz,9 ,빠른배송과 제품 품질도 좋습니다,FEMALE,50대이상,수도권,미구독,[BMART],2.30826E+11,FEMALE50대이상,
296,2025-10-16 17:12:26,2025-10-16 17:12:58,31,TRUE,2025-10-16 17:12:59,R_922YCCklk4iJE2x,5 ,너무큰 무료배달조건,FEMALE,50대이상,수도권,구독,[BMART],2.10623E+11,FEMALE50대이상,
299,2025-10-16 17:10:28,2025-10-16 17:13:03,155,TRUE,2025-10-16 17:13:04,R_9zOpoqyew0B0h4D,5 ,배송은 빨랐지만 교환상황 발생시 홈플러스는 직접 홈플 고객센터를 이용해야했고 다음날 오후 늦게서야 교환완료 할 수 있었음. 바로 사용하려고 구입한 물품을 24시간 뒤에 이용할 수 밖에 없었고 배민 구매한 의미가 없어지는 순간이었음,FEMALE,50대이상,수도권,구독,[Store],1.70915E+11,FEMALE50대이상,
300,2025-10-16 17:12:40,2025-10-16 17:13:02,22,TRUE,2025-10-16 17:13:04,R_4gcMOAhjpwEceuR,10 ,가서봤을때 없는 제품이 배민엔 있엏음,FEMALE,50대이상,수도권,구독,[Store],2.10213E+11,FEMALE50대이상,
308,2025-10-16 17:12:33,2025-10-16 17:13:15,41,TRUE,2025-10-16 17:13:16,R_41XZecGmoicWXfP,9 ,1인가구에 맞게 최저금액이 소액이예여,FEMALE,50대이상,수도권,미구독,[BMART],2.01223E+11,FEMALE50대이상,
325,2025-10-16 17:10:52,2025-10-16 17:13:51,178,TRUE,2025-10-16 17:13:51,R_9enyVSc1B6FGFtb,7 ,"너무편하고 배송도 바로바로오시고.  화장품부터 없는게 없고.특히 국산제품이 많아서 그게제일좋음. 쿠팡.마켓컬리는 중국산이 너무많아서 점점덜이용하게됨.


안좋은건 과일 상태가 안좋을때가 있는데. 저대신 장보는거라 믿고주문하는것인만큼  신선하고 싱싱한것 위주로 가져다주시면좋겠어요. 뒤집어진곳엔 물러져서 곰팡이가  핀것도 있어서  너무 그래요. ",FEMALE,50대이상,수도권,구독,"[BMART, Store]",2.10218E+11,FEMALE50대이상,
330,2025-10-16 17:13:10,2025-10-16 17:13:58,47,TRUE,2025-10-16 17:14:00,R_4C1jCkesxwv04vP,9 ,급할때 편하고 항시 쿠폰있고,FEMALE,50대이상,수도권,미구독,[Store],1.91213E+11,FEMALE50대이상,
342,2025-10-16 17:11:50,2025-10-16 17:14:21,150,TRUE,2025-10-16 17:14:22,R_4stV8C2YpnJGvwb,10 ,"상품도 다양하고 주문후 바로 배달받거나, 예약배달도 되니 간편하게 구입할 수 있어 좋습니다",FEMALE,50대이상,수도권,구독,[BMART],2.00714E+11,FEMALE50대이상,
358,2025-10-16 17:11:55,2025-10-16 17:15:03,187,TRUE,2025-10-16 17:15:04,R_4bJdNbIokGOKtdt,8 ,"배달이  편리 합니다 
하지만 눈으로 제품을 확인 못하고 사는 부분은 아쉬운점이 있어요
그래도 질이  좋아서 몇번 주문 했어요",FEMALE,50대이상,수도권,구독,[BMART],2.30223E+11,FEMALE50대이상,
361,2025-10-16 17:14:28,2025-10-16 17:15:06,38,TRUE,2025-10-16 17:15:07,R_9p3DfakohyubsQQ,8 ,비마트 신속배달의 편리성,FEMALE,50대이상,수도권,구독,[BMART],1.91102E+11,FEMALE50대이상,
363,2025-10-16 17:11:40,2025-10-16 17:15:08,208,TRUE,2025-10-16 17:15:09,R_4S387BIafHhalDV,9 ,"할인도 해주고 신선식품도 착한가격으로 
신선하고 혼밥하는 1인으로 국도 1+1으로
싸게 구매할수 있어서 정말 만족하지만
맛없는것도 있어서요~^^",FEMALE,50대이상,수도권,구독,[BMART],1.80801E+11,FEMALE50대이상,
365,2025-10-16 17:11:34,2025-10-16 17:15:13,218,TRUE,2025-10-16 17:15:15,R_4QVQmTpwcT2vTCy,9 ,"특정 채소가 매번 음쓰 수준으로 옴
바로 배달인데도 아이스팩등 비닐 낭비 너무 심함
선택 사항 있었으면 좋겠음",FEMALE,50대이상,수도권,구독,[BMART],1.81213E+11,FEMALE50대이상,
371,2025-10-16 17:14:03,2025-10-16 17:15:35,91,TRUE,2025-10-16 17:15:36,R_45vD1Toh4SZngPo,8 ,물건의 질도 괜찮고 쿠폰사용하면 가격도 저렴해서 ,FEMALE,50대이상,수도권,구독,[BMART],1.80608E+11,FEMALE50대이상,
381,2025-10-16 17:13:48,2025-10-16 17:15:49,120,TRUE,2025-10-16 17:15:50,R_4Lt84jiwLd8wkeZ,2 ,굳이쓸때가필요치 않아서,FEMALE,50대이상,수도권,미구독,[Store],2.50916E+11,FEMALE50대이상,
387,2025-10-16 17:14:52,2025-10-16 17:16:07,74,TRUE,2025-10-16 17:16:08,R_9rvICP9nyHjOFZi,8 ,직접 장보러 가지않아도 빠르게 가끔은 마트보다 저렴한 가격으로 구입가능함,FEMALE,50대이상,수도권,구독,[BMART],2.10601E+11,FEMALE50대이상,
388,2025-10-16 17:15:29,2025-10-16 17:16:19,49,TRUE,2025-10-16 17:16:20,R_9hgLSw1YHKtUftn,6 ,배달은 빠른데 음식상태가 안좋을때가있음,FEMALE,50대이상,수도권,구독,[BMART],2.20106E+11,FEMALE50대이상,
393,2025-10-16 17:13:22,2025-10-16 17:16:40,197,TRUE,2025-10-16 17:16:41,R_414YJZBiMdAVEEg,6 ,"가격적인 면에서 대형마트 또는 온라인몰과 편차가 있습니다
B마트에서 행사하는 품목은 가격은 좋으나 대부분의 가격은 높아서 자주 구매는 꺼려집니다.
또한 원하는 상품이 없을 때가 많습니다
예를들어 소고기 품목이라던지 유기농 무농약채소 등",FEMALE,50대이상,수도권,구독,"[BMART, Store]",1.80316E+11,FEMALE50대이상,
397,2025-10-16 17:15:24,2025-10-16 17:16:49,84,TRUE,2025-10-16 17:16:50,R_90Tyj0T9EsegVmA,10 ,"시간이 없어서 급할때  아주편리하게
이용하고있네요.",FEMALE,50대이상,수도권,구독,[BMART],2.00906E+11,FEMALE50대이상,
408,2025-10-16 17:16:12,2025-10-16 17:17:23,70,TRUE,2025-10-16 17:17:24,R_4Hz7uh9v2wyfrBB,10 ,배송이 빨리오고 괜찮은 품질이고 세일하는 이벤트가 좋았어요,FEMALE,50대이상,수도권,구독,[BMART],2.50829E+11,FEMALE50대이상,
412,2025-10-16 17:16:47,2025-10-16 17:17:34,46,TRUE,2025-10-16 17:17:36,R_92EcUBdNzzgLsS1,8 ,급하게 필요때 빨리 받아볼 수 있어 좋아요,FEMALE,50대이상,수도권,구독,[BMART],1.40913E+11,FEMALE50대이상,
422,2025-10-16 17:16:18,2025-10-16 17:18:02,103,TRUE,2025-10-16 17:18:03,R_4TYtFwywIul8RI0,7 ,꼭필요한 물건을 빨리 배달해주심,FEMALE,50대이상,수도권,미구독,[BMART],1.90616E+11,FEMALE50대이상,
425,2025-10-16 17:17:10,2025-10-16 17:18:09,58,TRUE,2025-10-16 17:18:10,R_9k0a59QesZqS3is,10 ,너무 편리하고 가격도 세일 할건 세일하고 합리적인것 같아요,FEMALE,50대이상,수도권,구독,[BMART],1.71111E+11,FEMALE50대이상,
434,2025-10-16 17:16:34,2025-10-16 17:18:32,117,TRUE,2025-10-16 17:18:33,R_4BYgEPTKlbaEdt8,10 ,"배달이 너무 빠르고 포장도 잘해주시고
쿠팡보다 쓰레기가 안나와요
할인쿠폰도 많이 주고..
편리해요
음식배달보다 마트이용을 더 애용해요",FEMALE,50대이상,수도권,구독,"[BMART, Store]",2.00805E+11,FEMALE50대이상,
435,2025-10-16 17:17:41,2025-10-16 17:18:34,52,TRUE,2025-10-16 17:18:35,R_90ImWYRZJzOB10R,2 ,생각보다 싸지않다. 이미 물건값이 보통슈퍼보다 비싼데 거기 쿠폰이라고 주는게 별로다,FEMALE,50대이상,수도권,구독,[Store],1.90106E+11,FEMALE50대이상,
438,2025-10-16 17:15:05,2025-10-16 17:18:38,212,TRUE,2025-10-16 17:18:39,R_9IMfb5coPkllrIa,10 ,"신선한식품, 각종회, 간편식품다량보유 세일상품업데이트,신속배송",FEMALE,50대이상,수도권,미구독,[BMART],2.50222E+11,FEMALE50대이상,
446,2025-10-16 17:16:11,2025-10-16 17:18:59,167,TRUE,2025-10-16 17:19:00,R_94uXAyLzNDzQKa7,1 ,약속시간보다 무려 한시간이상 늦게와서 배달완료시간이 한시간삼십분이상 소요됨. 근처마트에 직접 갔다오는게 더 빠를뻔했음,FEMALE,50대이상,수도권,구독,[BMART],1.8122E+11,FEMALE50대이상,
452,2025-10-16 17:18:16,2025-10-16 17:19:34,78,TRUE,2025-10-16 17:19:35,R_9WNLVxPlhuDN7jK,10 ,편리해요,FEMALE,50대이상,수도권,구독,[BMART],1.70611E+11,FEMALE50대이상,
499,2025-10-16 17:20:43,2025-10-16 17:22:05,82,TRUE,2025-10-16 17:22:06,R_9jInkwVR7MyYTgc,8 ,당일 배송은 어디에도 없죠  ㅎㅎ 단지  간혹 늦어지는경우가 있긴 하지만  만족합니다 ,FEMALE,50대이상,수도권,미구독,[BMART],2.30914E+11,FEMALE50대이상,
507,2025-10-16 17:21:41,2025-10-16 17:22:33,51,TRUE,2025-10-16 17:22:34,R_9wWip58qkRi1fR7,10 ,배달도 엄청 빠르고 기사님이 엄청 친절하세요,FEMALE,50대이상,수도권,미구독,"[BMART, Store]",2.40402E+11,FEMALE50대이상,
515,2025-10-16 17:22:02,2025-10-16 17:22:52,49,TRUE,2025-10-16 17:22:53,R_4KX81TPnmN9KOAh,6 ,검색하기 좀어려운점이 있고  사이트가좀 중구난방스타일 같아서요,FEMALE,50대이상,수도권,구독,[Store],2.40501E+11,FEMALE50대이상,
517,2025-10-16 17:21:36,2025-10-16 17:22:54,77,TRUE,2025-10-16 17:22:55,R_9ftO8q6n8aXziyR,9 ,배민클럽 할인도 좋구 빠르고 신선하게 와서 좋습니다,FEMALE,50대이상,수도권,구독,"[BMART, Store]",2.30921E+11,FEMALE50대이상,
524,2025-10-16 17:22:03,2025-10-16 17:23:19,75,TRUE,2025-10-16 17:23:20,R_4SCaYUY49QbCqHl,7 ,물품이 괜찮은것도 있지만 신선도가 떨어지는것도 있음,FEMALE,50대이상,수도권,구독,[BMART],2.00803E+11,FEMALE50대이상,
528,2025-10-16 17:22:57,2025-10-16 17:23:52,55,TRUE,2025-10-16 17:23:53,R_9s76OlckzUxHHcY,10 ,"30분만에 배달되는 점이 너무 편리하고좋습니다.
물건도 왠만큼 좋은거같아요",FEMALE,50대이상,수도권,미구독,[BMART],1.91026E+11,FEMALE50대이상,
533,2025-10-16 17:23:29,2025-10-16 17:24:13,43,TRUE,2025-10-16 17:24:14,R_9eWVdwOX4F40o2l,10 ,이용해보니 편리해서.. 몇시간씩 기다리지 않아서  좋네요,FEMALE,50대이상,수도권,구독,[BMART],2.00321E+11,FEMALE50대이상,
544,2025-10-16 17:22:36,2025-10-16 17:25:09,152,TRUE,2025-10-16 17:25:10,R_4psv5VuZTKPcyN6,8 ,"필요한물건 바로바로 픽할수있어 좋아요
가격이랑 품절이 자주있어 아쉽기는합니다
",FEMALE,50대이상,수도권,미구독,[BMART],1.71201E+11,FEMALE50대이상,
552,2025-10-16 17:23:18,2025-10-16 17:25:39,140,TRUE,2025-10-16 17:25:40,R_97PA2bxyLc99LgI,5 ,자주사용하지 않아 잘 모르겠어요 ,FEMALE,50대이상,수도권,구독,[BMART],2.10622E+11,FEMALE50대이상,
571,2025-10-16 17:25:36,2025-10-16 17:27:29,112,TRUE,2025-10-16 17:27:30,R_9Y2NYRmh2RO6ZTd,10 ,"차로이동해서장볼일도많은데
집에서편하게받고싶은날도있거든요.
필요한장보기물건도다양하고
배민에서만구입할수있는것들이있어서
필요시 자주이용합니다",FEMALE,50대이상,수도권,구독,[BMART],1.80809E+11,FEMALE50대이상,
600,2025-10-16 17:23:54,2025-10-16 17:29:22,328,TRUE,2025-10-16 17:29:23,R_4cEHi6mjXTPymIh,7 ,"장보러 갈 시간이나 체력적 여유가 없을 때 편리하게 도움을 받을 수 있는 점은 좋으나 물건을 직접 보고 선택하지 못하는 점과 특정 제품(두루마리 휴지 등)은 구입할 수 없는 저
ㅁㅇ",FEMALE,50대이상,수도권,미구독,[Store],2.50922E+11,FEMALE50대이상,
