,ResponseId,Q2,Q1_1,classification,category,sub_category,Unnamed: 6,Unnamed: 7,Unnamed: 8,gender,age_group,rgn_nm
1903,R_4lghi3zPE76B0ic,배달 빨라요,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,FEMALE,40대,지방
1904,R_9iIOPlcxKttIb16,배달수수료로 인해 매장들의 배달비가 고객이기 전가됨,0,기타 > 배달 비용 지출 부담,기타,배달 비용 지출 부담,,,,MALE,30대,광역시
1905,R_9gA3TYL7rypKKf0,배달도 빠르고 무엇보다 동네 음식점들이 대부분 등록되어있음. 유료멤버쉽을 이용중이라 항상 배달료 무료라서 이익이 되는거 같음,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,MALE,50대 이상,수도권
1906,R_9dG4z1cD8NWcM3C,배달도 빠르게 오고요 언제나 음식도 맛있고요 가격도 저렴하고 언제나 맛있어서.추천할 의향이 100프로 있습니다,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,FEMALE,20대,광역시
1907,R_4flE2dy7v25EXhS,이벤트가없음 다른데는이벤트가많음,1,혜택(할인 및 쿠폰) > 이벤트,혜택(할인 및 쿠폰),이벤트,,,,MALE,30대,지방
1908,R_9Q4vNQD7SweLhdj,우선 일반배달의경우 너무 늦어 음식이 식어서 오는 경우가 많았고 전반적으로 거의 모든 가게가 매장에서 판매하는 가격보다 훨씬 비싼 가격을 적용해 기분이 좋지 않아서임,5,배달속도 > 배달 속도 느림,배달속도,배달 속도 느림,,,,FEMALE,40대,수도권
1909,R_9Q4vNQD7SweLhdj,우선 일반배달의경우 너무 늦어 음식이 식어서 오는 경우가 많았고 전반적으로 거의 모든 가게가 매장에서 판매하는 가격보다 훨씬 비싼 가격을 적용해 기분이 좋지 않아서임,5,포장/배달 상태 > 음식 품질,포장/배달 상태,음식 품질,,,,FEMALE,40대,수도권
1910,R_9Q4vNQD7SweLhdj,우선 일반배달의경우 너무 늦어 음식이 식어서 오는 경우가 많았고 전반적으로 거의 모든 가게가 매장에서 판매하는 가격보다 훨씬 비싼 가격을 적용해 기분이 좋지 않아서임,5,메뉴 가격 > 앱과 매장가격 불일치,메뉴 가격,앱과 매장가격 불일치,,,,FEMALE,40대,수도권
1911,R_4czujv03t8eajHF,대체적으로 만족스러워서...,7,기타 > 만족,기타,만족,,,,MALE,40대,광역시
1912,R_4ZHY6cvwzDstfFj,할인쿠폰과 배달이 빨라요,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,FEMALE,40대,지방
1913,R_4mE1wnri9kKzZfX,빠른배송과 체계적인시스템,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,MALE,30대,광역시
1914,R_41zrkhqqT5IPtz2,배달 시키기 편리하고 포장도 가능해서 하지만 포장수수료 때문에 조금 감점.,7,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,MALE,20대,지방
1915,R_41zrkhqqT5IPtz2,배달 시키기 편리하고 포장도 가능해서 하지만 포장수수료 때문에 조금 감점.,7,앱 사용 편리성 > 포장 편의성,앱 사용 편리성,포장 편의성,,,,MALE,20대,지방
1916,R_41zrkhqqT5IPtz2,배달 시키기 편리하고 포장도 가능해서 하지만 포장수수료 때문에 조금 감점.,7,메뉴 가격 > 포장 비용 발생,메뉴 가격,포장 비용 발생,,,,MALE,20대,지방
1917,R_93EEByfC6W6vxCy,배달비 때문,5,기타 > 배달 비용 지출 부담,기타,배달 비용 지출 부담,,,,FEMALE,10대,지방
1918,R_4wzfdOvmdnSCHsH,배달팁이나 이런부분이 마음에듬,8,배달팁 만족 > 배달팁 적당,배달팁 만족,배달팁 적당,,,,FEMALE,20대,수도권
1919,R_4SCuJlw1AbCHaqE,배달이 빨라요,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,MALE,10대,지방
1920,R_9HgZTASASd7d5eO,배달이 빨리옵니다,9,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,MALE,30대,광역시
1921,R_4L5WHxz7U7G0ECb,요구사항 잘 들어주시고 빠른 배달이 마음에 든다,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,FEMALE,40대,수도권
1922,R_91Tb7RiaBS0kB7i,"없는 가게가 없고,
배달 정보나 기타 서비스 이용에 있어서 딱히 불편한게 없어 잘 사용중이라, 만족 점수를 주었어요.",8,앱에서만 주문 가능 > 다른 앱에 없는 가게,앱에서만 주문 가능,다른 앱에 없는 가게,,,,FEMALE,30대,지방
1923,R_91Tb7RiaBS0kB7i,"없는 가게가 없고,
배달 정보나 기타 서비스 이용에 있어서 딱히 불편한게 없어 잘 사용중이라, 만족 점수를 주었어요.",8,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,30대,지방
1924,R_94CNO7WFmrB5BIa,편리함 신속성 쿠폰제공,5,없음 > 없음,없음,없음,,,,FEMALE,30대,수도권
1925,R_94CNO7WFmrB5BIa,편리함 신속성 쿠폰제공,5,없음 > 없음,없음,없음,,,,FEMALE,30대,수도권
1926,R_94CNO7WFmrB5BIa,편리함 신속성 쿠폰제공,5,혜택(할인 및 쿠폰) > 혜택 다양성,혜택(할인 및 쿠폰),혜택 다양성,,,,FEMALE,30대,수도권
1927,R_41Z6vZxUPA9qeNG,"멤버스 비용상승 
그리고 가맹점 음식비용
매장보다 금액이 높다.
할인금액이 적다
상품권 부분금액사용기능없다
",4,멤버십 혜택 > 멤버십 비용,멤버십 혜택,멤버십 비용,,,,MALE,40대,광역시
1928,R_41Z6vZxUPA9qeNG,"멤버스 비용상승 
그리고 가맹점 음식비용
매장보다 금액이 높다.
할인금액이 적다
상품권 부분금액사용기능없다
",4,메뉴 가격 > 앱과 매장가격 불일치,메뉴 가격,앱과 매장가격 불일치,,,,MALE,40대,광역시
1929,R_41Z6vZxUPA9qeNG,"멤버스 비용상승 
그리고 가맹점 음식비용
매장보다 금액이 높다.
할인금액이 적다
상품권 부분금액사용기능없다
",4,혜택(할인 및 쿠폰) > 할인 혜택,혜택(할인 및 쿠폰),할인 혜택,,,,MALE,40대,광역시
1930,R_41Z6vZxUPA9qeNG,"멤버스 비용상승 
그리고 가맹점 음식비용
매장보다 금액이 높다.
할인금액이 적다
상품권 부분금액사용기능없다
",4,앱 사용 편리성 > 상품권 사용 편의성,앱 사용 편리성,상품권 사용 편의성,,,,MALE,40대,광역시
1931,R_4EHx7TnY01jHrjm,그냥 저냥 다른곳이랑 이벤트도 비슷하고 혜택도 비슷해요,6,혜택(할인 및 쿠폰) > 이벤트,혜택(할인 및 쿠폰),이벤트,,,,FEMALE,30대,수도권
1932,R_4EHx7TnY01jHrjm,그냥 저냥 다른곳이랑 이벤트도 비슷하고 혜택도 비슷해요,6,혜택(할인 및 쿠폰) > 혜택 다양성,혜택(할인 및 쿠폰),혜택 다양성,,,,FEMALE,30대,수도권
1933,R_9YFWtI0OO6NPGms,"배달 음식이 쏟아지거나 하는 돌발상황에서 대처가 빠르고 환불도 잘 해주는 편입니다.
하지만 배달하시는 분들이 음식을 좀 함부러 다루시는 부분이 조금  아쉽고 종종 배달 예상시간이 지연되는 경우가 있어서 아쉽습니다.",7,기타 > 고객 서비스 연결,기타,고객 서비스 연결,,,,FEMALE,40대,수도권
1934,R_9YFWtI0OO6NPGms,"배달 음식이 쏟아지거나 하는 돌발상황에서 대처가 빠르고 환불도 잘 해주는 편입니다.
하지만 배달하시는 분들이 음식을 좀 함부러 다루시는 부분이 조금  아쉽고 종종 배달 예상시간이 지연되는 경우가 있어서 아쉽습니다.",7,포장/배달 상태 > 배달 안정성,포장/배달 상태,배달 안정성,,,,FEMALE,40대,수도권
1935,R_9YFWtI0OO6NPGms,"배달 음식이 쏟아지거나 하는 돌발상황에서 대처가 빠르고 환불도 잘 해주는 편입니다.
하지만 배달하시는 분들이 음식을 좀 함부러 다루시는 부분이 조금  아쉽고 종종 배달 예상시간이 지연되는 경우가 있어서 아쉽습니다.",7,도착 예정 시간에 배달 > 배달 시간 부정확,도착 예정 시간에 배달,배달 시간 부정확,,,,FEMALE,40대,수도권
1936,R_92R1SNFnJNp4rFD,최소금액 맞추기어려움,5,최소주문금액 > 최소주문금액 높음,최소주문금액,최소주문금액 높음,,,,FEMALE,40대,광역시
1937,R_4QMSAgAYw3ZvCsC,"사용자 편리성이 뛰어남
달양한 혜택이 있음",8,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,MALE,10대,광역시
1938,R_4QMSAgAYw3ZvCsC,"사용자 편리성이 뛰어남
달양한 혜택이 있음",8,혜택(할인 및 쿠폰) > 다양한 혜택,혜택(할인 및 쿠폰),다양한 혜택,,,,MALE,10대,광역시
1939,R_9rjYKOyApb0sZUd,요즘 포인트줘서 좋아요,7,적용 가능한 혜택 > 포인트 적립,적용 가능한 혜택,포인트 적립,,,,FEMALE,30대,광역시
1940,R_414tdXhVsMPh6y6,고객센터 특히 채팅상담 가관,1,기타 > 고객 서비스 응대,기타,고객 서비스 응대,,,,FEMALE,20대,지방
1941,R_9f6E3akP9cwTl0G,배달의민족앱을 안써본분둘은 연세가 많으신 고령자분들밖에 없을둣 합니다,8,기타 > 대중성/인지도,기타,대중성/인지도,,,,MALE,50대 이상,지방
1942,R_9JxewBRJU0jvLpx,배달비가 너무 비싸요,2,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,20대,지방
1943,R_4S9pI1nuWJPZrPw,편하기도 하고 한그릇 배달 같은게 혼자 먹기 부담스럽지 않아서,8,기타 > 사용 편의성,기타,사용 편의성,,,,FEMALE,10대,수도권
1944,R_4S9pI1nuWJPZrPw,편하기도 하고 한그릇 배달 같은게 혼자 먹기 부담스럽지 않아서,8,앱 사용 편리성 > 혼밥 부담감 없음,앱 사용 편리성,혼밥 부담감 없음,,,,FEMALE,10대,수도권
1945,R_9P7EsEiLnSxJZeH,내가 원할때 바로바로 필요한 음식을 보기좋게 정리된 다양한 가게에서 빠르게 받아볼수 있어서 편리하다,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,FEMALE,50대 이상,지방
1946,R_9CZXaQULsbnUXEB,배달이 빠름,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,FEMALE,20대,수도권
1947,R_4XaNY6bhDczas8e,빠른배달신속한배달,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,MALE,50대 이상,광역시
1948,R_4qR63BbHzlGd35l,배민 가격이랑 매장 가격이랑 다른곳이 있음,7,메뉴 가격 > 앱과 매장가격 불일치,메뉴 가격,앱과 매장가격 불일치,,,,MALE,40대,지방
1949,R_9asCLUQP9EGcruJ,"배달시키면,금방와서좋아용~그래서추천하는거",9,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,FEMALE,50대 이상,수도권
1950,R_41NM2n5H0l56DJf,"음식의질이나 퀄리티의 편차가 심하고
배달 전문점의 위생이 심각한 곳이 많아
정말 유심히 관찰하고 생각하지 않으면
안되는곳이 너무 많음",1,가게를 믿고 주문 > 음식 품질,가게를 믿고 주문,음식 품질,,,,MALE,40대,지방
1951,R_41NM2n5H0l56DJf,"음식의질이나 퀄리티의 편차가 심하고
배달 전문점의 위생이 심각한 곳이 많아
정말 유심히 관찰하고 생각하지 않으면
안되는곳이 너무 많음",1,가게를 믿고 주문 > 위생,가게를 믿고 주문,위생,,,,MALE,40대,지방
1952,R_41NM2n5H0l56DJf,"음식의질이나 퀄리티의 편차가 심하고
배달 전문점의 위생이 심각한 곳이 많아
정말 유심히 관찰하고 생각하지 않으면
안되는곳이 너무 많음",1,기타 > 이미지/느낌 부정적,기타,이미지/느낌 부정적,,,,MALE,40대,지방
1953,R_9JnmCyeRjAsPtbp,배송도빠르고음식맛도굿,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,FEMALE,50대 이상,광역시
1954,R_4lrvJ3ZGRerdbo8,가맹점도 많고 배민클럽 사용시 배달비도 없으며 대기시간도 짧은편입니다,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,MALE,40대,지방
1955,R_9xCZCgoMEJGfMtj,"요청사항에 대한 부분이 많이 불편했는데, 여러개 자동저장되어 편리해졌고 일단 시각적으로 화이트와 민트를 중심으로, 깨끗하여 눈에 잘 들어온다. 단점은, 수저포크. 처음에 체크되어있어야 할 부분은 오히려, 필요해요. 인 부분. 필요없다를 못보고 지나칠 확률이 크기 때문이다. 그리고 요즘 반찬필요란이 사라지는것 같다. 잘 안 보인다. 난 안 먹는데, 쓰레기일 뿐 이다.",7,앱 사용 편리성 > 요청사항 입력 편의성,앱 사용 편리성,요청사항 입력 편의성,,,,FEMALE,20대,수도권
1956,R_9xCZCgoMEJGfMtj,"요청사항에 대한 부분이 많이 불편했는데, 여러개 자동저장되어 편리해졌고 일단 시각적으로 화이트와 민트를 중심으로, 깨끗하여 눈에 잘 들어온다. 단점은, 수저포크. 처음에 체크되어있어야 할 부분은 오히려, 필요해요. 인 부분. 필요없다를 못보고 지나칠 확률이 크기 때문이다. 그리고 요즘 반찬필요란이 사라지는것 같다. 잘 안 보인다. 난 안 먹는데, 쓰레기일 뿐 이다.",7,앱 사용 편리성 > UI/디자인/화면구성,앱 사용 편리성,UI/디자인/화면구성,,,,FEMALE,20대,수도권
1957,R_9xCZCgoMEJGfMtj,"요청사항에 대한 부분이 많이 불편했는데, 여러개 자동저장되어 편리해졌고 일단 시각적으로 화이트와 민트를 중심으로, 깨끗하여 눈에 잘 들어온다. 단점은, 수저포크. 처음에 체크되어있어야 할 부분은 오히려, 필요해요. 인 부분. 필요없다를 못보고 지나칠 확률이 크기 때문이다. 그리고 요즘 반찬필요란이 사라지는것 같다. 잘 안 보인다. 난 안 먹는데, 쓰레기일 뿐 이다.",7,앱 사용 편리성 > 앱 기본설정,앱 사용 편리성,앱 기본설정,,,,FEMALE,20대,수도권
1958,R_9iW0Dx04gNZaoVB,다양한 메뉴와 배달이 빠름,9,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,FEMALE,40대,광역시
1959,R_9pRdenyOIsLI4F8,예전에는 혜택도 많고 많이 시켜먹었는데 배달비가 늘고 나서 부담되서 잘 안시켜먹게 되어서 ,7,혜택(할인 및 쿠폰) > 혜택 감소,혜택(할인 및 쿠폰),혜택 감소,,,,FEMALE,40대,지방
1960,R_9pRdenyOIsLI4F8,예전에는 혜택도 많고 많이 시켜먹었는데 배달비가 늘고 나서 부담되서 잘 안시켜먹게 되어서 ,7,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,40대,지방
1961,R_4fQm0aSgGovpK4V,빨리오고 기사님이친절함,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,MALE,50대 이상,수도권
1962,R_40iHy0GfC1Ug0rD,다른 곳들도 많은 데 할인이나 쿠폰 많이 주면 적극 추천할 듯,5,혜택(할인 및 쿠폰) > 혜택 다양성,혜택(할인 및 쿠폰),혜택 다양성,,,,MALE,50대 이상,광역시
1963,R_40iHy0GfC1Ug0rD,다른 곳들도 많은 데 할인이나 쿠폰 많이 주면 적극 추천할 듯,5,혜택(할인 및 쿠폰) > 혜택 다양성,혜택(할인 및 쿠폰),혜택 다양성,,,,MALE,50대 이상,광역시
1964,R_4118eH4B1hA6Yoq,혜택에 제한이 많다,7,적용 가능한 혜택 > 쿠폰 사용 제한,적용 가능한 혜택,쿠폰 사용 제한,,,,FEMALE,30대,수도권
1965,R_9xF3Zl74ntPFZwo,다른 배달앱보다 먹거리 선택이 많아서요,8,가게/메뉴 다양성 > 다양한 메뉴,가게/메뉴 다양성,다양한 메뉴,,,,FEMALE,40대,지방
1966,R_9xF3Zl74ntPFZwo,다른 배달앱보다 먹거리 선택이 많아서요,8,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,40대,지방
1967,R_9axEtlJPQwJkvL3,할인혜택이많고음식점다양,8,혜택(할인 및 쿠폰) > 다양한 혜택,혜택(할인 및 쿠폰),다양한 혜택,,,,MALE,30대,수도권
1968,R_9axEtlJPQwJkvL3,할인혜택이많고음식점다양,8,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,MALE,30대,수도권
1969,R_4th4pNGdYz3IDzF,"여러가지 식당들은 한 눈에 보고 고를 수 있다는 장점과, 1인 가구들에게 정말 유용한 한 그릇 주문이 가능하다는 점",8,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,20대,수도권
1970,R_4th4pNGdYz3IDzF,"여러가지 식당들은 한 눈에 보고 고를 수 있다는 장점과, 1인 가구들에게 정말 유용한 한 그릇 주문이 가능하다는 점",8,앱 사용 편리성 > 시인성,앱 사용 편리성,시인성,,,,FEMALE,20대,수도권
1971,R_4th4pNGdYz3IDzF,"여러가지 식당들은 한 눈에 보고 고를 수 있다는 장점과, 1인 가구들에게 정말 유용한 한 그릇 주문이 가능하다는 점",8,가게/메뉴 다양성 > 1인분 메뉴,가게/메뉴 다양성,1인분 메뉴,,,,FEMALE,20대,수도권
1972,R_9OoCZAXFdty2RNQ,배달비가 비쌉니다,2,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,MALE,30대,수도권
1973,R_4k0QUPeHvNzDiuw,"쿠폰사용, 다양한 메뉴",5,앱 사용 편리성 > 쿠폰 사용성,앱 사용 편리성,쿠폰 사용성,,,,FEMALE,40대,지방
1974,R_4k0QUPeHvNzDiuw,"쿠폰사용, 다양한 메뉴",5,없음 > 없음,없음,없음,,,,FEMALE,40대,지방
1975,R_4TAUIbLmBQDjTr8,배달 빠르고 친절하고 문의사항 잘해주고 브랜드도 많고 좋아요 ,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,MALE,20대,지방
1976,R_4IzuZHiS7ghcxZH,배달 시간 가격 모두 만족,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,MALE,50대 이상,광역시
1977,R_9AZEPi1BG0DW5mv,배달음식의 선택 폭이 타 플랫폼보다 많긴 하지만 그래서 배달 시간도 오래 걸릴 때가 많고 가격도 만만찮음,5,없음 > 없음,없음,없음,,,,FEMALE,40대,수도권
1978,R_9AZEPi1BG0DW5mv,배달음식의 선택 폭이 타 플랫폼보다 많긴 하지만 그래서 배달 시간도 오래 걸릴 때가 많고 가격도 만만찮음,5,배달속도 > 배달 속도 느림,배달속도,배달 속도 느림,,,,FEMALE,40대,수도권
1979,R_9AZEPi1BG0DW5mv,배달음식의 선택 폭이 타 플랫폼보다 많긴 하지만 그래서 배달 시간도 오래 걸릴 때가 많고 가격도 만만찮음,5,메뉴 가격 > 높은 가격,메뉴 가격,높은 가격,,,,FEMALE,40대,수도권
1980,R_9cnfMZgtteAllEw,"우선 다른 플렛폼보다 입점한 가게들이 많아서
좋아요",7,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,MALE,40대,지방
1981,R_9cnfMZgtteAllEw,"우선 다른 플렛폼보다 입점한 가게들이 많아서
좋아요",7,기타 > 다른 앱 보다 선호,기타,다른 앱 보다 선호,,,,MALE,40대,지방
1982,R_4V8dVhSy5ZMfnxg,자주 시켜먹습니다 배달시간도 만족 불만족인 부분이 없습니다,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,MALE,40대,수도권
1983,R_4KkUUYUiRa8ng5P,배민만한 배달 앱 없어요 다만 한집배달이 한집배달이 되지 않고 여러 집을 들려오는 거 빼고?,9,없음 > 없음,없음,없음,,,,FEMALE,50대 이상,지방
1984,R_9Mt9TAQKqQnVEmn,"편리하고  시간잘지키고
맛있게 먹을수있어서",10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,FEMALE,50대 이상,수도권
1985,R_4et2qpSCHpbJXiw,배달도 빠르고 업체 문제이긴했으나 취소도 잘 진행되었다,9,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,FEMALE,40대,수도권
1986,R_9rvJ2KEiF6pugEv,주문 배달 관련 하여 빠르며 친절함,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,MALE,40대,지방
1987,R_4hjh1uK282lzh9D,배송도 빠르고 정확하다,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,MALE,50대 이상,수도권
1988,R_9JW8ubz70RXiVLY,배달이빨라서,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,FEMALE,40대,광역시
1989,R_4h49xdr40v9b8l3,원하는걸먹고싶을때는 배달비가비싼경우가많음 ,5,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,30대,광역시
1990,R_9Sq843gpd5WAZUA,"넓은 식당 풀, 싼 배민패스로 배달료 절감",7,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,MALE,20대,수도권
1991,R_9Sq843gpd5WAZUA,"넓은 식당 풀, 싼 배민패스로 배달료 절감",7,배달팁 만족 > 배달팁 할인,배달팁 만족,배달팁 할인,,,,MALE,20대,수도권
1992,R_9gRssmenKI99NFn,편리해서 좋습니다,7,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,30대,광역시
1993,R_9cGG5PnTPxSWYZH,배달비와 배달시간 때문에 마음에 안들어서,7,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,30대,수도권
1994,R_9cGG5PnTPxSWYZH,배달비와 배달시간 때문에 마음에 안들어서,7,배달속도 > 배달 속도 느림,배달속도,배달 속도 느림,,,,FEMALE,30대,수도권
1995,R_9CHJLNl5y8wGkvp,에러상황 시 고객대처가 미흡,4,기타 > 고객 서비스 응대,기타,고객 서비스 응대,,,,FEMALE,30대,광역시
1996,R_9fkdNlECxHA3Zfd,"집밥 먹다 가끔 이용하기 좋음
배민클럽 배달시스템이 좋지 않음",5,기타 > 낮은 사용 빈도/필요성,기타,낮은 사용 빈도/필요성,,,,MALE,30대,지방
1997,R_9fkdNlECxHA3Zfd,"집밥 먹다 가끔 이용하기 좋음
배민클럽 배달시스템이 좋지 않음",5,배달속도 > 한집배달 의심/불만,배달속도,한집배달 의심/불만,,,,MALE,30대,지방
1998,R_9eButrS0uiTyV0d,지인의 취향이 다를수 있으무로,6,기타 > 개인적 선호,기타,개인적 선호,,,,MALE,50대 이상,광역시
1999,R_4CUEKRleqSothwu,"가끔씩 가게마다 배달료 무료라해도
메뉴자체를 올려받는곳도 눈에띄네요",7,배달팁 만족 > 무료배달,배달팁 만족,무료배달,,,,MALE,30대,지방
2000,R_4CUEKRleqSothwu,"가끔씩 가게마다 배달료 무료라해도
메뉴자체를 올려받는곳도 눈에띄네요",7,메뉴 가격 > 매장보다 비쌈,메뉴 가격,매장보다 비쌈,,,,MALE,30대,지방
2001,R_4QyYrlw5FhpYoS8,배달 빠르고 가끔 행사해서 쿠폰도 주고 해서 좋아요,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,FEMALE,50대 이상,수도권
2002,R_9mw4AXGUG2XJk3p,건강이 안좋아서 음식을 못할 때나 바빠서 시간이 업을때 언제든 마음에 드는대로 시켜서 먹을수 있어 편리하고 배달도 항상 빠르게 해줘서 고맙다고 생각합니다 ,10,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,FEMALE,50대 이상,광역시
2003,R_4DB9qkrMNRCGKzZ,배달이늦을대도앗어소,6,배달속도 > 배달 속도 느림,배달속도,배달 속도 느림,,,,FEMALE,30대,수도권
2004,R_9rijoI73gvi6Vxo,알뜰배달도 아니고 한집배달이라면서 배달원이 온갖동네를 돌아다니고 배달중에는 고객센터는 연락할수도 없고 음식은 다 식고.,6,배달속도 > 한집배달 의심/불만,배달속도,한집배달 의심/불만,,,,FEMALE,40대,수도권
2005,R_9rijoI73gvi6Vxo,알뜰배달도 아니고 한집배달이라면서 배달원이 온갖동네를 돌아다니고 배달중에는 고객센터는 연락할수도 없고 음식은 다 식고.,6,기타 > 고객 서비스 응대,기타,고객 서비스 응대,,,,FEMALE,40대,수도권
2006,R_9rijoI73gvi6Vxo,알뜰배달도 아니고 한집배달이라면서 배달원이 온갖동네를 돌아다니고 배달중에는 고객센터는 연락할수도 없고 음식은 다 식고.,6,포장/배달 상태 > 음식 품질,포장/배달 상태,음식 품질,,,,FEMALE,40대,수도권
2007,R_4xQbUGz13440g1B,경쟁사와 비교해 할인혜택이 아쉬워서 잘 쓰지 않게됨. 등록된 업체가 많은 편이라 경쟁사에 없는 업체에서 주문할 때 이용하고 있음.,5,혜택(할인 및 쿠폰) > 할인 혜택,혜택(할인 및 쿠폰),할인 혜택,,,,FEMALE,30대,지방
2008,R_4xQbUGz13440g1B,경쟁사와 비교해 할인혜택이 아쉬워서 잘 쓰지 않게됨. 등록된 업체가 많은 편이라 경쟁사에 없는 업체에서 주문할 때 이용하고 있음.,5,없음 > 없음,없음,없음,,,,FEMALE,30대,지방
2009,R_4xQbUGz13440g1B,경쟁사와 비교해 할인혜택이 아쉬워서 잘 쓰지 않게됨. 등록된 업체가 많은 편이라 경쟁사에 없는 업체에서 주문할 때 이용하고 있음.,5,앱에서만 주문 가능 > 다른 앱에 없는 가게,앱에서만 주문 가능,다른 앱에 없는 가게,,,,FEMALE,30대,지방
2010,R_4jzhFxCUfV48B5D,"다른 배달 앱보다 화면 디자인이 보기 편하고 손쉽게 원하는 메뉴를 찾아볼 수 있어 좋지만 문제에
대한 해결이 느리다. ",8,디자인/구성 > 가독성 및 편의성,디자인/구성,가독성 및 편의성,,,,FEMALE,20대,수도권
2011,R_4jzhFxCUfV48B5D,"다른 배달 앱보다 화면 디자인이 보기 편하고 손쉽게 원하는 메뉴를 찾아볼 수 있어 좋지만 문제에
대한 해결이 느리다. ",8,앱 사용 편리성 > 탐색 편의성,앱 사용 편리성,탐색 편의성,,,,FEMALE,20대,수도권
2012,R_4jzhFxCUfV48B5D,"다른 배달 앱보다 화면 디자인이 보기 편하고 손쉽게 원하는 메뉴를 찾아볼 수 있어 좋지만 문제에
대한 해결이 느리다. ",8,고객서비스 > 문제해결 속도 느림,고객서비스,문제해결 속도 느림,,,,FEMALE,20대,수도권
2013,R_9SweHDvJrFVLLj3,편리하긴 하지만 배달료가 너무 높음,5,없음 > 없음,없음,없음,,,,FEMALE,10대,수도권
2014,R_9SweHDvJrFVLLj3,편리하긴 하지만 배달료가 너무 높음,5,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,10대,수도권
2015,R_4GwuaHc790aquM3,배달비가 아무래도..,5,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,MALE,30대,수도권
2016,R_4IlVoN9eSJYKckV,요즘 한 집 배달로 시켜도 배달 완료 시간이 늘어나서,5,도착 예정 시간에 배달 > 배달 시간 부정확,도착 예정 시간에 배달,배달 시간 부정확,,,,FEMALE,20대,수도권
2017,R_4IlVoN9eSJYKckV,요즘 한 집 배달로 시켜도 배달 완료 시간이 늘어나서,5,도착 예정 시간에 배달 > 배달 시간 부정확,도착 예정 시간에 배달,배달 시간 부정확,,,,FEMALE,20대,수도권
2018,R_9gSX804e9vbwM2t,좋습니다. 전반적으로,8,기타 > 만족,기타,만족,,,,MALE,30대,수도권
