No,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_1,Q2,Q10,Q10_10_TEXT,Q11,Q11_10_TEXT,Q12,Q12_10_TEXT,Q60,Q60_6_TEXT,Q13,Q13_4_TEXT,Q14,Q14_5_TEXT,Q13.1,Q15,Q6,Q6_3_TEXT,memberNo,userId,Q_DataPolicyViolations,gender,age_group,rgn_nm,bmclub,is_mfo,order_rank,BAEMIN_ord_cnt,stod_ord_cnt,BAERA_ord_cnt,BAERA_ord_cnt.1,total_ord_cnt
1019,45947.48771,45947.48985,0,,100,184,1,45947.48986,R_4jzhFxCUfV48B5D,,,,,,,anonymous,KO,1,8,"다른 배달 앱보다 화면 디자인이 보기 편하고 손쉽게 원하는 메뉴를 찾아볼 수 있어 좋지만 문제에
대한 해결이 느리다. ",,,7,,,,5,,,,,,,멤버십 사용 가격이 적은 편이면서 얻는 혜택은 그에 비해 많다,"1,2",,2.00111E+11,,,FEMALE,20대,수도권,구독,한그룻 주문경험O,1,0,9,2,0,11
1020,45947.48888,45947.48986,0,,100,84,1,45947.48987,R_4qq21BnTrHbQs7S,,,,,,,anonymous,KO,1,10,배달도빠르고 맛있어요 ,7,,,,,,3,,,,,,,배달비도 있는데 할인되서,"1,2,4,5,6,7",,2.1103E+11,,,MALE,20대,광역시,미구독,한그룻 주문경험O,1,0,3,0,0,3
1021,45947.48745,45947.48987,0,,100,208,1,45947.48988,R_9NUJ4A63jUu2T6O,,,,,,,anonymous,KO,1,8,"집에서 편하게 다양한 음식을 받을수
있어서 좋아요",,,8,,,,,,3,,,,,"배송상태가 좋아야 만족도가
올라가요",1,,2.00714E+11,,,FEMALE,50대 이상,지방,미구독,한그룻 주문경험X,1,2,0,0,0,2
1022,45947.48839,45947.48992,0,,100,131,1,45947.48992,R_402cj4IiecvdOa0,,,,,,,anonymous,KO,1,4,배차가 계속 연장되는 일이 잦아짐,,,,,7,,6,매장가격과 상이한 배달가격,,,,,,.,"1,2,6",,2.00211E+11,,,MALE,30대,수도권,구독,한그룻 주문경험X,1,0,6,2,0,8
1023,45947.48913,45947.48993,0,,100,69,1,45947.48994,R_4lj0I49U4wuEqzf,,,,,,,anonymous,KO,1,10,좋아요 추천해요,8,,,,,,,,2,,,,,도착시간을 보고 시간을 계획할 수 있어서,1,,1.80531E+11,,,FEMALE,20대,수도권,구독,한그룻 주문경험X,1,0,2,0,2,4
1024,45947.48802,45947.48994,0,,100,165,1,45947.48995,R_9UYTdnGj2c3QbhT,,,,,,,anonymous,KO,1,10,배달의 민족은 배민클럽이 잘되어있는거 같습니다 할인혜택도 좋구요,7,,,,,,5,,,,,,,배달료가 결코적지않습니다.그런데 멤버쉽에서 할인혜택을 받으니 만족합니다,1,,1.91003E+11,,,MALE,40대,수도권,구독,한그룻 주문경험O,1,2,3,0,0,5
1025,45947.48863,45947.48997,0,,100,114,1,45947.48997,R_9JDl0u4j3KedxVf,,,,,,,anonymous,KO,1,5,"배달비가 너무 비싸서, 그닥 추천할 의향이 적음",,,,,7,,3,,,,,,,배달비가 비싸다,"1,2,4,5,6,7",,1.8063E+11,,,FEMALE,40대,수도권,구독,한그룻 주문경험O,1,3,14,0,0,17
1026,45947.48781,45947.48999,0,,100,188,1,45947.49,R_4BVsyfMS08dsh1v,,,,,,,anonymous,KO,1,10,샌드위치 쌓기가 생겼기 때문에,7,,,,,,4,,,,,,,보편적 할인이 고객을 모으는 정석. 멤버십은 매출하락의 지름길.,"1,4",,1.80729E+11,,,MALE,50대 이상,수도권,미구독,한그룻 주문경험X,1,1,0,3,3,7
1027,45947.4894,45947.49001,0,,100,52,1,45947.49002,R_4TtrA8jYuLnyx4l,,,,,,,anonymous,KO,1,6,아주 만족스럽진않다,,,,,9,,,,,,1,,,다양한 가게 입점,"1,2",,2.10624E+11,,,FEMALE,40대,수도권,구독,한그룻 주문경험X,1,0,4,0,0,4
1028,45947.4894,45947.49003,0,,100,55,1,45947.49005,R_46o5NKFmEucRdid,,,,,,,anonymous,KO,1,8,통상적스로 사용하는 배달앱이라서요,,,9,,,,,,,,1,,,선택지가 많아요,"4,5",,2.01406E+11,,,MALE,30대,지방,구독,한그룻 주문경험O,1,0,2,1,0,3
1029,45947.48919,45947.49006,0,,100,75,1,45947.49007,R_41HrcUkiX8OCaBU,,,,,,,anonymous,KO,1,6,맛이 그냥 그랬다,,,,,8,,,,3,,,,,포장이 꼼꼼해서,"1,2,4",,2.00224E+11,,,FEMALE,50대 이상,수도권,구독,한그룻 주문경험X,1,2,4,0,0,6
1030,45947.4894,45947.49009,0,,100,59,1,45947.4901,R_4Pb61ZzscXnCQuq,,,,,,,anonymous,KO,1,7,익숙함과 쉬운 접근성,,,10,플랫폼의 접근성,,,,,,,,,독점화에 가까운 형태라 경쟁 상대가 없음,,"1,2,4",,1.80807E+11,,,MALE,20대,지방,미구독,한그룻 주문경험X,1,0,2,0,3,5
1031,45947.48847,45947.49009,0,,100,140,1,45947.49011,R_4gMcvKYv19axDXq,,,,,,,anonymous,KO,1,6,회비도 받으면서 배달수수료가 있음,,,,,7,,2,,,,,,,요즘은 일인가구도 많은데 주문량이 일정수준이여야 배달되니 불편,2,,1.80803E+11,,,FEMALE,50대 이상,수도권,구독,한그룻 주문경험X,1,0,3,1,0,4
1032,45947.4883,45947.4901,0,,100,155,1,45947.49011,R_4wQNLRn1CLEmUZK,,,,,,,anonymous,KO,1,8,잘못 주문했을때 취소하기가 어려워요 예를 들어 지역이 잘못되어바로 주문취소할려고 했는데 이부분이 어려워요,,,7,,,,4,,,,,,,할인이 있을태 시킴,"1,2",,2.40906E+11,,,FEMALE,30대,광역시,미구독,한그룻 주문경험O,1,0,1,0,0,1
1033,45947.48516,45947.49014,0,,100,429,1,45947.49015,R_9mqlW8GjCys5S4g,,,,,,,anonymous,KO,1,8,배민말고 업체가 많아서,,,9,,,,,,,,1,,,배민이 가게가 젤 많아서,"1,2,4,5",,1.71025E+11,,,FEMALE,50대 이상,지방,구독,한그룻 주문경험X,1,2,1,0,0,3
1034,45947.48953,45947.49023,0,,100,60,1,45947.49024,R_4bNEV2aecZ25fsR,,,,,,,anonymous,KO,1,8,배민클럽이용이좋아서,,,7,,,,4,,,,,,,쿠폰할인은늘좋으니까,1,,1.80529E+11,,,FEMALE,40대,지방,구독,한그룻 주문경험X,1,1,7,2,0,10
1035,45947.48954,45947.49028,0,,100,63,1,45947.49029,R_9LLsfgCnMe6lSds,,,,,,,anonymous,KO,1,10,유용하게 쓰여요,9,,,,,,,,,,1,,,,1,,2.00204E+11,,,FEMALE,40대,지방,미구독,한그룻 주문경험X,1,0,3,0,0,3
1036,45947.48912,45947.49029,0,,100,100,1,45947.49029,R_4jnIHp44L7adqBr,,,,,,,anonymous,KO,1,9,배달서비스에 만족합니다. 다만 일반회원이 무료배달이 될 때가 많지 않아서 9점을 줬습니다.,8,,,,,,,,1,,,,,"배달이 생각보다 빠를경우가 많았고, 시간이 표기되어 안내받아 편리했음.","1,2,4",,2.01219E+11,,,MALE,40대,수도권,미구독,한그룻 주문경험X,1,0,1,0,0,1
1037,45947.48955,45947.4903,0,,100,64,1,45947.49031,R_9E7fvzs6XhVSBbT,,,,,,,anonymous,KO,1,8,편합니다!,,,9,,,,,,,,4,,,이름을 걸고 앱에 올린것이기 때문에,"1,2",,1.90522E+11,,,FEMALE,20대,지방,구독,한그룻 주문경험X,1,3,7,2,0,12
1038,45947.48944,45947.49032,0,,100,75,1,45947.49034,R_9fqjtRkPDw3SY9n,,,,,,,anonymous,KO,1,4,음식을 먹을수있어서,,,,,7,,3,,,,,,,배달비가 비싸서,"1,4",,2.20621E+11,,,FEMALE,20대,광역시,미구독,한그룻 주문경험X,1,1,2,0,0,3
1039,45947.48931,45947.49035,0,,100,90,1,45947.49036,R_92qLuoJXiemC23e,,,,,,,anonymous,KO,1,9,"쿠팡이츠와 다르게 가격 표시가 정직하고
배민클럽이 혜자임 
",7,,,,,,3,,,,,,,배민 클럽 최고,1,,2.11108E+11,,,FEMALE,20대,광역시,구독,한그룻 주문경험O,1,1,7,3,1,12
1040,45947.48942,45947.49039,0,,100,84,1,45947.49041,R_9N2eHRWGnxvAgqH,,,,,,,anonymous,KO,1,8,배달어플중에는 최고라고 생각,,,7,,,,4,,,,,,,자영업자에겐 안좋을수는 있지만 소비자에게 많은 혜택을 주기 때문,1,,1.91022E+11,,,MALE,30대,지방,구독,한그룻 주문경험O,1,2,4,0,0,6
1041,45947.48762,45947.49044,0,,100,243,1,45947.49045,R_9Svkpb6wjFpQfaF,,,,,,,anonymous,KO,1,5,멤버십 이용이 아닌이상 이상 이하도 아니고 수수료도 꽤나 비싸구요,,,,,10,평소 그냥 먹다가 매장가서 가격을 봤는데 이게 왠걸 내가 얼마나 더 주고 배민에서 배달을 시켰던 거야 하며 현타,,,,,,,,,"1,2,4,6",,1.50712E+11,,,MALE,30대,수도권,구독,한그룻 주문경험X,1,0,2,0,0,2
1042,45947.48367,45947.49044,0,,100,584,1,45947.49045,R_4lghi3zPE76B0ic,,,,,,,anonymous,KO,1,10,배달 빨라요,8,,,,,,,,1,,,,,앞전 쿠팡 시켯을때 2배차시 너무 물건을 다리건너 들고댕기고 그러더라구요 배민은 2배차라도 잘짜서 묶어주셔서...,1,,2.41019E+11,,,FEMALE,40대,지방,미구독,한그룻 주문경험X,1,0,2,1,0,3
1043,45947.48995,45947.49049,0,,100,45,1,45947.4905,R_4TI649xzONN7554,,,,,,,anonymous,KO,1,10,가장 편리함 !,8,,,,,,,,3,,,,,먹을 때 기분 좋게 먹고싶어요,"1,2,4",,2.0012E+11,,,FEMALE,20대,수도권,미구독,한그룻 주문경험X,1,1,1,0,1,3
1044,45947.48993,45947.4905,0,,100,49,1,45947.49051,R_9NFpadDUz9EnlnY,,,,,,,anonymous,KO,1,9,간편하고 쿠폰쓸수있음,7,,,,,,4,,,,,,,가성비좋네요 ,"1,2,4,5,3",대구로,2.01128E+11,,,MALE,30대,광역시,미구독,한그룻 주문경험X,1,0,2,0,1,3
1045,45947.48985,45947.49051,0,,100,56,1,45947.49052,R_9ewcDfTDqDp23fj,,,,,,,anonymous,KO,1,4,그냥이요요,,,,,7,,2,,,,,,,배달팁이비싸요,1,,2.40928E+11,,,FEMALE,40대,수도권,구독,한그룻 주문경험O,1,2,9,0,0,11
1046,45947.48977,45947.49056,0,,100,67,1,45947.49056,R_46axp9PsipwKo5B,,,,,,,anonymous,KO,1,7,배달을 자주 쓴다면 추천,,,9,,,,,,,,1,,,,"1,4,5",,1.60423E+11,,,FEMALE,30대,수도권,구독,한그룻 주문경험X,1,0,5,0,1,6
1047,45947.48454,45947.49058,0,,100,521,1,45947.49059,R_40P20KgWnueL1Kj,,,,,,,anonymous,KO,1,7,다 좋긴한데 배달료가 무료인데 배달료 받는곳이 너무 많은거 같아요,,,7,,,,3,,,,,,,"무료이면 고객들한테 배달비 받지 말았으면하구요
음식값에 대한 부분도. 고려해주십시요^^","1,2,5",,2.10906E+11,,,MALE,40대,지방,구독,한그룻 주문경험X,1,1,2,0,0,3
1048,45947.49006,45947.4906,0,,100,47,1,45947.49062,R_9hAnHaLBduiwK3h,,,,,,,anonymous,KO,1,10,업체가 많아요,9,,,,,,,,,,1,,,업체가 다양한게 사실,"1,2",,1.90415E+11,,,FEMALE,30대,수도권,미구독,한그룻 주문경험X,1,1,0,0,3,4
1049,45947.4885,45947.49063,0,,100,183,1,45947.49063,R_47EjTJSWVMXd7tG,,,,,,,anonymous,KO,1,5,몰라 유유유,,,,,8,,,,4,,,,,,1,,2.50124E+11,,,MALE,50대 이상,지방,미구독,한그룻 주문경험X,1,1,0,0,0,1
1050,45947.47935,45947.49063,0,,100,974,1,45947.49064,R_4YW0g1jUALGUZZH,,,,,,,anonymous,KO,1,1,음식이 적거나 맛이없음,,,,,10,너무 비쌈,,,,,,,비쌈,,1,,2.10201E+11,,,MALE,50대 이상,광역시,미구독,한그룻 주문경험X,1,2,1,0,0,3
1051,45947.4884,45947.49065,0,,100,193,1,45947.49066,R_4oYHfC0N4OrwoS5,,,,,,,anonymous,KO,1,5,"배달시간 기준이 없다.
빠를때엄청 빠르게 오고
늦을 때는 한시간넘게 기다린다.",,,,,8,,,,1,,,,,배달시간의 기준이없어서,1,,2.10412E+11,,,MALE,40대,수도권,미구독,한그룻 주문경험X,1,0,1,2,0,3
1052,45947.48912,45947.49067,0,,100,134,1,45947.49068,R_9VcZIBRJ4Y44gtH,,,,,,,anonymous,KO,1,9,여러가지 음식을  고르면서 주문할수있어서,7,,,,,,4,,,,,,,"할인하는 
  음식을 많이 주문하는편이라",1,,2.11206E+11,,,FEMALE,50대 이상,지방,미구독,한그룻 주문경험X,1,1,0,0,0,1
1053,45947.48999,45947.49067,0,,100,59,1,45947.49069,R_9ez9d6dk2ofUp2j,,,,,,,anonymous,KO,1,6,배달비가 애매함,,,,,7,,3,,,,,,,,"1,2",,2.10905E+11,,,MALE,20대,수도권,미구독,한그룻 주문경험X,1,0,2,0,0,2
1054,45947.48933,45947.49073,0,,100,120,1,45947.49074,R_4jMUE4ncO8sCcN1,,,,,,,anonymous,KO,1,8,다른 배달 플랫폼에비해서 사용하기 편하고 고객센터의 빠른응대등 사용하기 제일 좋습니다,,,8,,,,,,2,,,,,보통 그시간안에 배달이 도착하기때문입니다,"1,4,5",,1.41202E+11,,,MALE,30대,광역시,구독,한그룻 주문경험O,1,0,5,1,0,6
1055,45947.48868,45947.49074,0,,100,177,1,45947.49075,R_4FFcCsp1AMo1mkV,,,,,,,anonymous,KO,1,4,"옛날에 비해 쿠폰 적용 되는것도 너무 금액이
적거나 없어졌고 그리고 혜택을 이용하고 싶어도 쿠폰을 뿌리면 가게들이 일부러 오픈을 안해서 이용이 불가해요",,,,,7,,6,할인및쿠폰 과 멤버쉽 할인 혜택 둘다 ,,,,,,"유료 멤버쉽을 이용하기에는 무료배달 혜택이
전부고 쿠폰 이라도 붙으면 혜택이
너무 조금임","2,5",,1.80609E+11,,,FEMALE,30대,수도권,구독,한그룻 주문경험X,1,0,4,0,0,4
1056,45947.49012,45947.4908,0,,100,59,1,45947.49081,R_97FIR2IUQ1Ykqd3,,,,,,,anonymous,KO,1,5,배달료 체계,,,,,7,,3,,,,,,,배달팁이 많이 비싸요,1,,2.1073E+11,,,FEMALE,40대,지방,구독,한그룻 주문경험X,1,1,9,1,1,12
1057,45947.4902,45947.49086,0,,100,56,1,45947.49087,R_9waglaltOBtSWAE,,,,,,,anonymous,KO,1,1,쿠폰이 너무 부실함,,,,,7,,4,,,,,,,쿠폰이 너주적고 혜택이 낮음,5,,2.11221E+11,,,MALE,20대,지방,구독,한그룻 주문경험X,1,0,10,0,1,11
1058,45947.48976,45947.49088,0,,100,97,1,45947.49089,R_9w7rZEPeppob2Gl,,,,,,,anonymous,KO,1,7,배민클럽을 이배민클럽상당히 괜찮은 편인데 그냥 이용하면 이래저래 할인 등의 문제가 다른 어플에 비해 매력이 많이 떨어짐,,,9,,,,,,,,5,입점한 가게가 타 플랫폼 대비 많음,,다른 플랫폼에 비해 입점한 가게의 수 자체는 많기에 가기 선택의 폭이 넣ㅂ은 편,"1,5",,2.00708E+11,,,FEMALE,20대,지방,구독,한그룻 주문경험X,1,2,8,0,0,10
1059,45947.49043,45947.49089,0,,100,39,1,45947.4909,R_4ltovnnGCj4OXMR,,,,,,,anonymous,KO,1,10,편하고 배달비 없음,8,,,,,,,,1,,,,,항상 빠르게옴,"1,2,4,5",,1.91226E+11,,,MALE,20대,지방,구독,한그룻 주문경험X,1,2,8,0,0,11
1060,45947.49039,45947.49089,0,,100,42,1,45947.4909,R_4VyRdaLYL8SmXKh,,,,,,,anonymous,KO,1,8,배달이 편리하고 신속하다,,,7,,,,4,,,,,,,쿠폰행사를 자주해서 좋다,"2,5",,1.91025E+11,,,FEMALE,50대 이상,지방,미구독,한그룻 주문경험X,1,1,0,0,3,4
1061,45947.49005,45947.49091,0,,100,74,1,45947.49093,R_9dGF1l5FOqJsUHk,,,,,,,anonymous,KO,1,8,편리합니다,,,8,,,,,,1,,,,,배달은 시간이기때문 입니다,"1,2",,1.8072E+11,,,FEMALE,40대,수도권,미구독,한그룻 주문경험X,1,2,7,3,0,12
1062,45947.49008,45947.49094,0,,100,73,1,45947.49095,R_4zCQltnKpIwCMrQ,,,,,,,anonymous,KO,1,8,메뉴가 다양하고 믿을수있는 음식점이 많아서,,,9,,,,,,,,2,,,새롭고 다양한 메뉴가 많음,1,,2.00723E+11,,,FEMALE,50대 이상,광역시,구독,한그룻 주문경험O,1,0,5,0,0,5
1063,45947.48943,45947.49097,0,,100,132,1,45947.49099,R_9EiMpgGTiFaLQtU,,,,,,,anonymous,KO,1,8,이번 샌드위치 이벤트 너무좋아서,,,10,샌드위치이벤트,,,,,,,,,재미도있고 하루하루 쌓는재미와 포인트.할인.경품혜택까지 여태 배민 이벤트중 제일 잘 사용중입니다!,,"1,2,5,3",두잇,2.00621E+11,,,FEMALE,30대,수도권,구독,한그룻 주문경험O,1,0,5,2,0,7
1064,45947.49009,45947.49098,0,,100,76,1,45947.49099,R_4AnZPPnu7bVXUeR,,,,,,,anonymous,KO,1,8,대체로 만족합니다만 최소주문금액이 높은 편인 게 아쉽습니다.,,,7,,,,2,,,,,,,최소주문금액이 높다고 생각합니다.,1,,2.00716E+11,,,FEMALE,20대,지방,미구독,한그룻 주문경험X,1,1,1,0,1,3
1065,45947.49024,45947.49098,0,,100,64,1,45947.491,R_95tPDrTK54nX9el,,,,,,,anonymous,KO,1,10,가격이 착해요,8,,,,,,,,2,,,,,늘 예정시간보다 빨리 도착합니다,"1,2",,1.80128E+11,,,MALE,50대 이상,수도권,미구독,한그룻 주문경험X,1,0,1,0,0,1
1066,45947.48047,45947.491,0,,100,909,1,45947.49101,R_9bHM89CboLW4Ck1,,,,,,,anonymous,KO,1,10,쿠팡은 가게배달이 없어서 결제를 카드나 현금으로 만나서해야 할 경우 이용을 못하는데 배민은 이용이 가능함. 네이버페이 결제도 가능해서 좋음. 퀵커머스 B마트도 좋음. 배민클럽에 유튜브 프리미엄 상품이 생겨서 좋음(현재 결제중인 유튜브 프리미엄 이용기간 종료 후 배민클럽 가입 예정임). 쿠팡은 가게배달이 없어서 새벽3시 이후 이용 불가능인데 배민은 가능해서 좋음.,8,,,,,,,,1,,,,,배달이 빨리오면 기분 좋음.,"1,2,5",,2.50805E+11,,,MALE,30대,광역시,미구독,한그룻 주문경험X,1,3,1,1,3,8
1067,45947.48874,45947.49103,0,,100,198,1,45947.49104,R_47Gg6hPsY2FYXlv,,,,,,,anonymous,KO,1,8,"배달어플사용에 익숙해진 상태,
원하는 음식점 찾기에 쉬움.
그러나..
문제 있는 음식점이 그대로 영업중이어서 실망스러움.",,,9,,,,,,,,1,,,여러 음식점들의 메뉴들을 편하게 맛볼 수 있음,1,,1.80929E+11,,,FEMALE,40대,광역시,구독,한그룻 주문경험X,1,0,3,0,0,3
1068,45947.48973,45947.4911,0,,100,117,1,45947.49111,R_9rJwzkT5A4hEusE,,,,,,,anonymous,KO,1,5,무료배달을 이용하려면 구독을 해야하는데 구독비용때문에 추천하진않는다,,,,,7,,6,무료배달 구독료,,,,,,그저 그렇다,"1,2,4",,1.80305E+11,,,FEMALE,20대,수도권,구독,한그룻 주문경험X,1,0,4,1,0,5
1069,45947.49027,45947.49119,0,,100,80,1,45947.4912,R_9U1V93QGe8RGOKB,,,,,,,anonymous,KO,1,10,"예상 배달시간에 거의 일치하도록 도착하고, 기사님 위치까지 확인가능한점이 편리했습니다",8,,,,,,,,2,,,,,도착예정시간에 맞춰 와주시는 점이 저는 가장 편리했습니다,1,,1.90302E+11,,,FEMALE,30대,수도권,미구독,한그룻 주문경험X,1,0,2,0,1,3
1070,45947.48913,45947.4912,0,,100,178,1,45947.49121,R_96kJu5pMiZlW6bm,,,,,,,anonymous,KO,1,8,"다양한 음식과 빠른배달,골라서 쓸수있는 쿠폰까지
있어서 좋아요",,,7,,,,4,,,,,,,더 저렴하게 먹을수 있도록 다양하게 쿠폰이 있어서 좋아요,"1,2",,2.20519E+11,,,FEMALE,50대 이상,수도권,구독,한그룻 주문경험X,1,0,1,1,0,2
1071,45947.48931,45947.49123,0,,100,165,1,45947.49123,R_42OScQGIVLmbUXx,,,,,,,anonymous,KO,1,5,최소 배달이 높음,,,,,7,,4,,,,,,,먼 곳 주문시 배달요금 부담스러울때 도움이 됨,1,,2.10423E+11,,,MALE,50대 이상,수도권,미구독,한그룻 주문경험X,1,0,7,0,0,7
1072,45947.4903,45947.49126,0,,100,83,1,45947.49127,R_9PBHZGvLBOiXKip,,,,,,,anonymous,KO,1,10,쿠폰도 다양하게 나오고 이벤트도 있고 나쁘지않아요,7,,,,,,2,,,,,,,가끔 혼자먹을때 쿠x이랑 비교하면 저렴할때가있음,"1,4,5",,1.91214E+11,,,MALE,20대,수도권,구독,한그룻 주문경험X,1,1,7,0,0,8
1073,45947.48713,45947.49128,0,,100,359,1,45947.4913,R_9hYHzC6ZCzOsk1k,,,,,,,anonymous,KO,1,6,"고객센터는 응답이 빠르고, 신속해서 좋지만
조금 부담스러운 배달비와 음식값이 매장에 비해 높게 잡힌게 부담스러워 선뜻 추천하기에는 좀 애매하네요",,,,,7,,1,,,,,,,"매장에서 먹을때보다 훨씬 양이 적고(마라탕기준)
같은 음식인데 모든 메뉴들이 1~2천원 더 붙어서 한끼에 13,000~15,000이라는게 너무 비쌉니다.. 거기서 배민클럽 가입안하면 추가된 배송비까지 함께 내야하니 부담스러울수밖에요..","1,5",,1.80122E+11,,,FEMALE,30대,수도권,구독,한그룻 주문경험X,1,0,4,0,1,5
1074,45947.49029,45947.49134,0,,100,90,1,45947.49135,R_9KdT7CsQ4gife2R,,,,,,,anonymous,KO,1,3,배달료가 비싸다,,,,,7,,3,,,,,,,배달료가 비싸다,1,,1.80313E+11,,,FEMALE,40대,수도권,미구독,한그룻 주문경험X,1,1,0,0,0,1
1075,45947.48957,45947.49138,0,,100,155,1,45947.49139,R_9AGZFkBzMrZfyy4,,,,,,,anonymous,KO,1,10,배달이나 픽업 서비스를 통해 식생활이 편리해졌기 때문입니다.,8,,,,,,,,3,,,,,배달이 잘 되기 때문입니다.,"1,5",,1.90226E+11,,,FEMALE,20대,지방,구독,한그룻 주문경험X,1,1,2,1,0,4
1076,45947.49076,45947.49139,0,,100,54,1,45947.4914,R_4VdSNVc1rydWc7s,,,,,,,anonymous,KO,1,10,할인시스템이좋습니다. 아근데가끔 뚜벅이배달원분들께서 지나치게 늦게 옵니다,7,,,,,,5,,,,,,,,"1,2,4",,2.11213E+11,,,FEMALE,10대,수도권,구독,한그룻 주문경험X,1,0,2,5,0,7
1077,45947.48943,45947.49145,0,,100,174,1,45947.49146,R_9qxBT4pONAw1uym,,,,,,,anonymous,KO,1,6,"배달에 시간많이 걸리고, 출발할때 표시도없어서 불편해요",,,,,8,,,,2,,,,,,"1,2",,2.1032E+11,,,FEMALE,40대,지방,미구독,한그룻 주문경험X,1,5,0,0,0,5
1078,45947.49079,45947.49146,0,,100,57,1,45947.49146,R_9gGCspOwX33gmch,,,,,,,anonymous,KO,1,1,상당히 많은 비용의 외식값,,,,,7,,2,,,,,,,,"1,2",,2.01007E+11,,,FEMALE,20대,광역시,구독,한그룻 주문경험O,1,0,6,1,0,7
1079,45947.49032,45947.49149,0,,100,101,1,45947.4915,R_4CwjhueSan3AXPg,,,,,,,anonymous,KO,1,7,이벤트를 많이해서,,,7,,,,5,,,,,,,멤버쉽이 혜택이 많아서,"1,2",,1.70909E+11,,,FEMALE,30대,지방,구독,한그룻 주문경험X,1,0,2,0,9,11
1080,45947.49024,45947.49152,0,,100,110,1,45947.49153,R_9dG4z1cD8NWcM3C,,,,,,,anonymous,KO,1,10,배달도 빠르게 오고요 언제나 음식도 맛있고요 가격도 저렴하고 언제나 맛있어서.추천할 의향이 100프로 있습니다,8,,,,,,,,3,,,,,배달도 깔끔하고 깨끗하게 오고요 또는 배달 속도가 빨라서 좋아요,1,,2.20514E+11,,,FEMALE,20대,광역시,미구독,한그룻 주문경험X,1,3,1,0,0,4
1081,45947.49081,45947.49159,0,,100,66,1,45947.49159,R_4gHiGj1Te3Vga77,,,,,,,anonymous,KO,1,2,수저 안받기가 선택 되어 있어서 필요할 때 못 받는둥 서비스 개선 필요,,,,,10,어플의 불편,,,,,,,,,"1,2,4",,2.20225E+11,,,FEMALE,10대,지방,구독,한그룻 주문경험X,1,0,4,0,1,5
1082,45947.49038,45947.49157,0,,100,103,1,45947.49159,R_4PAvPwdxKfOKDzw,,,,,,,anonymous,KO,1,5,보통 배달음식이 비싸고 최소주문금액이 부담스러워서,,,,,7,,2,,,,,,,최소주문금액이 혼자 먹을 수 없는 금액이다,1,,2.10916E+11,,,FEMALE,20대,수도권,미구독,한그룻 주문경험O,1,1,4,0,0,5
1083,45947.48906,45947.49162,0,,100,221,1,45947.49163,R_93TDIAzevjsb2VC,,,,,,,anonymous,KO,1,9,배달이 빨라서 좋아요,8,,,,,,,,3,,,,,포장이 깔끔하고 좋아요,1,,2.30314E+11,,,FEMALE,40대,지방,구독,한그룻 주문경험X,1,0,7,0,0,7
1084,45947.49117,45947.49164,0,,100,41,1,45947.49166,R_4j2bwK5vXerTRGp,,,,,,,anonymous,KO,1,7,적당히 사용하기 좋음,,,7,,,,2,,,,,,,한그릇 좋아요,1,,1.9013E+11,,,FEMALE,20대,수도권,구독,한그룻 주문경험O,1,5,17,4,0,26
1085,45947.49066,45947.49166,0,,100,85,1,45947.49166,R_9Cw9tdWJRKOElw1,,,,,,,anonymous,KO,1,6,대체로 만족함.,,,,,8,,,,3,,,,,1시간만 안넘으면 버틸만함.,1,,1.90416E+11,,,MALE,40대,지방,구독,한그룻 주문경험O,1,1,4,0,0,5
1086,45947.49032,45947.49168,0,,100,116,1,45947.49168,R_4KqnYKjrE7CVG2R,,,,,,,anonymous,KO,1,8,다양한메뉴와 신속한서비스를 기대할수있다,,,8,,,,,,3,,,,,맛잇고 잘된푀장 신뢰가갑니다,1,,2.10306E+11,,,MALE,50대 이상,지방,구독,한그룻 주문경험O,1,1,4,0,0,5
1087,45947.4912,45947.49182,0,,100,52,1,45947.49182,R_9H6kWrZbdRolysp,,,,,,,anonymous,KO,1,6,편리합니다,,,,,7,,4,,,,,,,혜택 감사합니다,"1,2",,1.80614E+11,,,MALE,20대,수도권,미구독,한그룻 주문경험X,1,3,1,0,1,5
1088,45947.49076,45947.49186,0,,100,94,1,45947.49187,R_4V271VM1j2yqRHS,,,,,,,anonymous,KO,1,5,배달시간이 다소 늦음.배달후 문앞에 두고 연락달라고부탁했으나 그냥 놓고감.음식이 다식어 맛이 없어짐,,,,,8,,,,1,,,,,배달후 처리가 미흡함,1,,2.10418E+11,,,FEMALE,40대,지방,미구독,한그룻 주문경험X,1,3,0,0,0,3
1089,45947.49076,45947.49188,0,,100,96,1,45947.49188,R_4XGgg0XtCVJ6vzr,,,,,,,anonymous,KO,1,2,다 알고있음 굳이 추천까지,,,,,9,,,,,,4,,,사진 내용 상세함,1,,2.10214E+11,,,MALE,40대,광역시,미구독,한그룻 주문경험O,1,6,3,0,0,9
1090,45947.49135,45947.49192,0,,100,49,1,45947.49193,R_9Dk9ijtcHt9zbwd,,,,,,,anonymous,KO,1,10,한그릇 배달 이벤트,7,,,,,,2,,,,,,,혼자 먹을때가 많아요,"1,2",,1.60726E+11,,,FEMALE,30대,수도권,구독,한그룻 주문경험O,1,1,12,0,2,15
